New data
37620 38288 37363 37498 16048 37498 38195 37326 37843 11666 37843 38708 36662 37321 23737 37319 37763 36161 36564 16990 36564 37499 36399 37467 12863
37498 38195 37326 37843 11666 37843 38708 36662 37321 23737 37319 37763 36161 36564 16990 36564 37499 36399 37467 12863 37467 37783 36841 36936 10773
37843 38708 36662 37321 23737 37319 37763 36161 36564 16990 36564 37499 36399 37467 12863 37467 37783 36841 36936 10773 36936 37400 36570 37366 10632
37319 37763 36161 36564 16990 36564 37499 36399 37467 12863 37467 37783 36841 36936 10773 36936 37400 36570 37366 10632 37366 37727 36995 37653 9321
36564 37499 36399 37467 12863 37467 37783 36841 36936 10773 36936 37400 36570 37366 10632 37366 37727 36995 37653 9321 37659 37800 37200 37691 10411
37467 37783 36841 36936 10773 36936 37400 36570 37366 10632 37366 37727 36995 37653 9321 37659 37800 37200 37691 10411 37691 38310 37527 37960 16107
36936 37400 36570 37366 10632 37366 37727 36995 37653 9321 37659 37800 37200 37691 10411 37691 38310 37527 37960 16107 37960 38163 37230 37608 12503
37366 37727 36995 37653 9321 37659 37800 37200 37691 10411 37691 38310 37527 37960 16107 37960 38163 37230 37608 12503 37608 38309 37485 38290 7704
37659 37800 37200 37691 10411 37691 38310 37527 37960 16107 37960 38163 37230 37608 12503 37608 38309 37485 38290 7704 38289 39666 38215 39384 25430
37691 38310 37527 37960 16107 37960 38163 37230 37608 12503 37608 38309 37485 38290 7704 38289 39666 38215 39384 25430 39386 39488 38600 39359 10697
37960 38163 37230 37608 12503 37608 38309 37485 38290 7704 38289 39666 38215 39384 25430 39386 39488 38600 39359 10697 39362 40479 39297 40199 18448
37608 38309 37485 38290 7704 38289 39666 38215 39384 25430 39386 39488 38600 39359 10697 39362 40479 39297 40199 18448 40199 40866 39836 40864 15572
38289 39666 38215 39384 25430 39386 39488 38600 39359 10697 39362 40479 39297 40199 18448 40199 40866 39836 40864 15572 40865 40955 39940 40179 14276
39386 39488 38600 39359 10697 39362 40479 39297 40199 18448 40199 40866 39836 40864 15572 40865 40955 39940 40179 14276 40179 40469 39035 39186 14332
39362 40479 39297 40199 18448 40199 40866 39836 40864 15572 40865 40955 39940 40179 14276 40179 40469 39035 39186 14332 39181 39611 38344 38841 16160
40199 40866 39836 40864 15572 40865 40955 39940 40179 14276 40179 40469 39035 39186 14332 39181 39611 38344 38841 16160 38839 39094 37923 39030 12893
40865 40955 39940 40179 14276 40179 40469 39035 39186 14332 39181 39611 38344 38841 16160 38839 39094 37923 39030 12893 39030 39700 38762 39046 12809
40179 40469 39035 39186 14332 39181 39611 38344 38841 16160 38839 39094 37923 39030 12893 39030 39700 38762 39046 12809 39044 39272 37580 37921 17482
39181 39611 38344 38841 16160 38839 39094 37923 39030 12893 39030 39700 38762 39046 12809 39044 39272 37580 37921 17482 37921 38444 37351 38050 14665
38839 39094 37923 39030 12893 39030 39700 38762 39046 12809 39044 39272 37580 37921 17482 37921 38444 37351 38050 14665 38050 39080 37660 38795 10352
39030 39700 38762 39046 12809 39044 39272 37580 37921 17482 37921 38444 37351 38050 14665 38050 39080 37660 38795 10352 38795 39130 37988 38076 10542
39044 39272 37580 37921 17482 37921 38444 37351 38050 14665 38050 39080 37660 38795 10352 38795 39130 37988 38076 10542 38073 39391 37992 39269 10267
37921 38444 37351 38050 14665 38050 39080 37660 38795 10352 38795 39130 37988 38076 10542 38073 39391 37992 39269 10267 39269 39498 38844 39423 10896
38050 39080 37660 38795 10352 38795 39130 37988 38076 10542 38073 39391 37992 39269 10267 39269 39498 38844 39423 10896 39423 44918 39094 43716 56908
38795 39130 37988 38076 10542 38073 39391 37992 39269 10267 39269 39498 38844 39423 10896 39423 44918 39094 43716 56908 43703 44280 42521 43051 19943
38073 39391 37992 39269 10267 39269 39498 38844 39423 10896 39423 44918 39094 43716 56908 43703 44280 42521 43051 19943 43049 46794 42905 46374 30039
39269 39498 38844 39423 10896 39423 44918 39094 43716 56908 43703 44280 42521 43051 19943 43049 46794 42905 46374 30039 46374 47498 45500 46599 26874
39423 44918 39094 43716 56908 43703 44280 42521 43051 19943 43049 46794 42905 46374 30039 46374 47498 45500 46599 26874 46599 48142 46198 47505 20161
43703 44280 42521 43051 19943 43049 46794 42905 46374 30039 46374 47498 45500 46599 26874 46599 48142 46198 47505 20161 47505 47928 45560 46380 20244
43049 46794 42905 46374 30039 46374 47498 45500 46599 26874 46599 48142 46198 47505 20161 47505 47928 45560 46380 20244 46390 47083 44961 46773 21012
46374 47498 45500 46599 26874 46599 48142 46198 47505 20161 47505 47928 45560 46380 20244 46390 47083 44961 46773 21012 46773 47433 46011 47060 15682
46599 48142 46198 47505 20161 47505 47928 45560 46380 20244 46390 47083 44961 46773 21012 46773 47433 46011 47060 15682 47060 47499 46201 46420 11524
47505 47928 45560 46380 20244 46390 47083 44961 46773 21012 46773 47433 46011 47060 15682 47060 47499 46201 46420 11524 46420 46900 45979 46221 13015
46390 47083 44961 46773 21012 46773 47433 46011 47060 15682 47060 47499 46201 46420 11524 46420 46900 45979 46221 13015 46225 46944 45589 46563 13550
46773 47433 46011 47060 15682 47060 47499 46201 46420 11524 46420 46900 45979 46221 13015 46225 46944 45589 46563 13550 46565 47310 46262 46586 14054
47060 47499 46201 46420 11524 46420 46900 45979 46221 13015 46225 46944 45589 46563 13550 46565 47310 46262 46586 14054 46586 46593 43727 44353 30243
46420 46900 45979 46221 13015 46225 46944 45589 46563 13550 46565 47310 46262 46586 14054 46586 46593 43727 44353 30243 44354 45239 43800 45190 16317
46225 46944 45589 46563 13550 46565 47310 46262 46586 14054 46586 46593 43727 44353 30243 44354 45239 43800 45190 16317 45190 45322 44355 44807 9972
46565 47310 46262 46586 14054 46586 46593 43727 44353 30243 44354 45239 43800 45190 16317 45190 45322 44355 44807 9972 44807 45051 43994 44582 7762
46586 46593 43727 44353 30243 44354 45239 43800 45190 16317 45190 45322 44355 44807 9972 44807 45051 43994 44582 7762 44583 45129 44397 44700 7366
44354 45239 43800 45190 16317 45190 45322 44355 44807 9972 44807 45051 43994 44582 7762 44583 45129 44397 44700 7366 44700 46546 44500 46061 15019
45190 45322 44355 44807 9972 44807 45051 43994 44582 7762 44583 45129 44397 44700 7366 44700 46546 44500 46061 15019 46061 48399 46060 47960 27224
44807 45051 43994 44582 7762 44583 45129 44397 44700 7366 44700 46546 44500 46061 15019 46061 48399 46060 47960 27224 47960 48298 46900 47754 15046
44583 45129 44397 44700 7366 44700 46546 44500 46061 15019 46061 48399 46060 47960 27224 47960 48298 46900 47754 15046 47754 48678 46542 47969 17142
44700 46546 44500 46061 15019 46061 48399 46060 47960 27224 47960 48298 46900 47754 15046 47754 48678 46542 47969 17142 47968 48985 47338 47587 15421
46061 48399 46060 47960 27224 47960 48298 46900 47754 15046 47754 48678 46542 47969 17142 47968 48985 47338 47587 15421 47587 47587 46789 47318 14527
47960 48298 46900 47754 15046 47754 48678 46542 47969 17142 47968 48985 47338 47587 15421 47587 47587 46789 47318 14527 47318 47999 47027 47562 11750
47754 48678 46542 47969 17142 47968 48985 47338 47587 15421 47587 47587 46789 47318 14527 47318 47999 47027 47562 11750 47560 48140 46125 47021 19696
47968 48985 47338 47587 15421 47587 47587 46789 47318 14527 47318 47999 47027 47562 11750 47560 48140 46125 47021 19696 47021 47980 46915 47272 14218
47587 47587 46789 47318 14527 47318 47999 47027 47562 11750 47560 48140 46125 47021 19696 47021 47980 46915 47272 14218 47272 48150 47140 47287 10255
47318 47999 47027 47562 11750 47560 48140 46125 47021 19696 47021 47980 46915 47272 14218 47272 48150 47140 47287 10255 47298 48150 47200 47829 9645
47560 48140 46125 47021 19696 47021 47980 46915 47272 14218 47272 48150 47140 47287 10255 47298 48150 47200 47829 9645 47829 47934 46990 46995 9730
47021 47980 46915 47272 14218 47272 48150 47140 47287 10255 47298 48150 47200 47829 9645 47829 47934 46990 46995 9730 46995 47569 46251 46589 16199
47272 48150 47140 47287 10255 47298 48150 47200 47829 9645 47829 47934 46990 46995 9730 46995 47569 46251 46589 16199 46586 47300 46202 47076 12688
47298 48150 47200 47829 9645 47829 47934 46990 46995 9730 46995 47569 46251 46589 16199 46586 47300 46202 47076 12688 47076 47400 46708 46870 8667
47829 47934 46990 46995 9730 46995 47569 46251 46589 16199 46586 47300 46202 47076 12688 47076 47400 46708 46870 8667 46871 47397 46653 47153 6836
46995 47569 46251 46589 16199 46586 47300 46202 47076 12688 47076 47400 46708 46870 8667 46871 47397 46653 47153 6836 47156 47730 47014 47267 10236
46586 47300 46202 47076 12688 47076 47400 46708 46870 8667 46871 47397 46653 47153 6836 47156 47730 47014 47267 10236 47267 49404 47220 48725 18793
47076 47400 46708 46870 8667 46871 47397 46653 47153 6836 47156 47730 47014 47267 10236 47267 49404 47220 48725 18793 48725 49349 48389 49055 11298
46871 47397 46653 47153 6836 47156 47730 47014 47267 10236 47267 49404 47220 48725 18793 48725 49349 48389 49055 11298 49055 49707 48101 48541 16238
47156 47730 47014 47267 10236 47267 49404 47220 48725 18793 48725 49349 48389 49055 11298 49055 49707 48101 48541 16238 48537 49100 48400 48693 9057
47267 49404 47220 48725 18793 48725 49349 48389 49055 11298 49055 49707 48101 48541 16238 48537 49100 48400 48693 9057 48693 49300 48505 48577 8111
48725 49349 48389 49055 11298 49055 49707 48101 48541 16238 48537 49100 48400 48693 9057 48693 49300 48505 48577 8111 48580 49010 45570 47120 22312
49055 49707 48101 48541 16238 48537 49100 48400 48693 9057 48693 49300 48505 48577 8111 48580 49010 45570 47120 22312 47120 47441 46174 47267 13387
48537 49100 48400 48693 9057 48693 49300 48505 48577 8111 48580 49010 45570 47120 22312 47120 47441 46174 47267 13387 47270 47999 47112 47802 10811
48693 49300 48505 48577 8111 48580 49010 45570 47120 22312 47120 47441 46174 47267 13387 47270 47999 47112 47802 10811 47802 48219 47423 47938 11553
48580 49010 45570 47120 22312 47120 47441 46174 47267 13387 47270 47999 47112 47802 10811 47802 48219 47423 47938 11553 47938 48800 47938 48657 10563
47120 47441 46174 47267 13387 47270 47999 47112 47802 10811 47802 48219 47423 47938 11553 47938 48800 47938 48657 10563 48657 48801 47643 47911 10770
47270 47999 47112 47802 10811 47802 48219 47423 47938 11553 47938 48800 47938 48657 10563 48657 48801 47643 47911 10770 47911 49670 47003 49624 15120
47802 48219 47423 47938 11553 47938 48800 47938 48657 10563 48657 48801 47643 47911 10770 47911 49670 47003 49624 15120 49624 49998 48550 49163 14337
47938 48800 47938 48657 10563 48657 48801 47643 47911 10770 47911 49670 47003 49624 15120 49624 49998 48550 49163 14337 49161 49318 48700 48915 9119
48657 48801 47643 47911 10770 47911 49670 47003 49624 15120 49624 49998 48550 49163 14337 49161 49318 48700 48915 9119 48915 50689 48403 48956 27491
47911 49670 47003 49624 15120 49624 49998 48550 49163 14337 49161 49318 48700 48915 9119 48915 50689 48403 48956 27491 48956 49291 47750 48537 14216
49624 49998 48550 49163 14337 49161 49318 48700 48915 9119 48915 50689 48403 48956 27491 48956 49291 47750 48537 14216 48536 49290 48173 49133 8527
49161 49318 48700 48915 9119 48915 50689 48403 48956 27491 48956 49291 47750 48537 14216 48536 49290 48173 49133 8527 49133 50274 48947 49657 12106
48915 50689 48403 48956 27491 48956 49291 47750 48537 14216 48536 49290 48173 49133 8527 49133 50274 48947 49657 12106 49657 51266 49106 51112 18385
48956 49291 47750 48537 14216 48536 49290 48173 49133 8527 49133 50274 48947 49657 12106 49657 51266 49106 51112 18385 51116 51678 50628 51273 16605
48536 49290 48173 49133 8527 49133 50274 48947 49657 12106 49657 51266 49106 51112 18385 51116 51678 50628 51273 16605 51270 51633 50542 51169 16137
49133 50274 48947 49657 12106 49657 51266 49106 51112 18385 51116 51678 50628 51273 16605 51270 51633 50542 51169 16137 51169 52395 50780 52142 12940
49657 51266 49106 51112 18385 51116 51678 50628 51273 16605 51270 51633 50542 51169 16137 51169 52395 50780 52142 12940 52142 52618 51893 52119 9568
51116 51678 50628 51273 16605 51270 51633 50542 51169 16137 51169 52395 50780 52142 12940 52142 52618 51893 52119 9568 52117 52530 51933 52032 9620
51270 51633 50542 51169 16137 51169 52395 50780 52142 12940 52142 52618 51893 52119 9568 52117 52530 51933 52032 9620 52032 52298 51295 51901 10614
51169 52395 50780 52142 12940 52142 52618 51893 52119 9568 52117 52530 51933 52032 9620 52032 52298 51295 51901 10614 51901 52168 51133 51374 10579
52142 52618 51893 52119 9568 52117 52530 51933 52032 9620 52032 52298 51295 51901 10614 51901 52168 51133 51374 10579 51375 52285 50901 51585 13094
52117 52530 51933 52032 9620 52032 52298 51295 51901 10614 51901 52168 51133 51374 10579 51375 52285 50901 51585 13094 51585 52177 51450 51760 8310
52032 52298 51295 51901 10614 51901 52168 51133 51374 10579 51375 52285 50901 51585 13094 51585 52177 51450 51760 8310 51760 52195 51510 51552 8539
51901 52168 51133 51374 10579 51375 52285 50901 51585 13094 51585 52177 51450 51760 8310 51760 52195 51510 51552 8539 51552 51943 50710 51245 10969
51375 52285 50901 51585 13094 51585 52177 51450 51760 8310 51760 52195 51510 51552 8539 51552 51943 50710 51245 10969 51247 51894 50918 51727 8967
51585 52177 51450 51760 8310 51760 52195 51510 51552 8539 51552 51943 50710 51245 10969 51247 51894 50918 51727 8967 51727 52984 51649 52710 13691
51760 52195 51510 51552 8539 51552 51943 50710 51245 10969 51247 51894 50918 51727 8967 51727 52984 51649 52710 13691 52709 53886 52315 53863 14169
51552 51943 50710 51245 10969 51247 51894 50918 51727 8967 51727 52984 51649 52710 13691 52709 53886 52315 53863 14169 53863 55843 53605 54990 17346
