Kline open time,Open price,High price,Low price,Close price,Volume,Number of trades,Taker buy base asset volume
2021-01-08 12:00:00 AM,39498.32,42125.51,36539.77,40637.23,518080.826,4247011,254344.167
2021-01-09 12:00:00 AM,40638.91,41539.88,38733.28,40136.04,260882.805,2489926,126105.315
2021-01-10 12:00:00 AM,40136.05,41412.12,35268.00,38221.67,436759.048,3699058,211717.223
2021-01-11 12:00:00 AM,38200.01,38322.18,30448.00,35408.46,906275.651,7483656,443696.590
2021-01-12 12:00:00 AM,35406.92,36693.44,32600.00,34056.90,449065.693,4292644,222279.828
2021-01-13 12:00:00 AM,34065.53,37880.00,32420.00,37421.07,398188.088,3801367,199377.684
2021-01-14 12:00:00 AM,37416.34,40189.39,36764.33,39163.31,353142.386,3501513,175843.746
2021-01-15 12:00:00 AM,39163.31,39790.00,34478.00,36755.24,437610.113,4212641,215685.402
2021-01-16 12:00:00 AM,36755.25,38000.00,35366.00,36025.66,301102.477,3011057,146509.381
2021-01-17 12:00:00 AM,36025.65,36898.00,33863.50,35869.83,287686.129,2832554,142749.218
2021-01-18 12:00:00 AM,35875.72,37547.94,34808.47,36686.86,253386.703,2509593,126929.278
2021-01-19 12:00:00 AM,36690.00,37961.00,35850.00,35891.03,257889.419,2463060,127747.175
2021-01-20 12:00:00 AM,35891.74,36461.44,33403.00,35500.00,329192.419,3069181,160202.354
2021-01-21 12:00:00 AM,35499.23,35636.17,30069.90,30879.97,550562.277,4767974,269649.681
2021-01-22 12:00:00 AM,30875.77,33831.52,28880.00,32986.34,453568.538,4072699,225783.671
2021-01-23 12:00:00 AM,32990.08,33495.00,31405.00,32086.48,256776.411,2533905,126744.171
2021-01-24 12:00:00 AM,32086.48,33125.75,30914.20,32275.63,212107.044,2205550,106443.006
2021-01-25 12:00:00 AM,32274.88,34880.00,31921.47,32253.68,316687.524,2871028,157598.395
2021-01-26 12:00:00 AM,32253.68,32950.00,30810.00,32474.14,346861.707,3088089,172363.344
2021-01-27 12:00:00 AM,32474.81,32562.20,29240.00,30381.04,431022.839,3665833,213394.744
2021-01-28 12:00:00 AM,30382.96,33778.95,29843.33,33399.75,311528.373,2824829,158511.479
2021-01-29 12:00:00 AM,33399.99,38641.10,31960.00,34269.35,713579.785,5920737,355439.304
2021-01-30 12:00:00 AM,34267.04,34988.88,32849.06,34289.85,267861.872,2754794,133627.383
2021-01-31 12:00:00 AM,34284.76,34393.22,32193.04,33126.21,211293.891,2233259,103318.718
2021-02-01 12:00:00 AM,33125.11,34720.00,32322.47,33546.09,240632.325,2421173,122660.726
