Kline open time,Open price,High price,Low price,Close price,Volume,Kline close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1583496000000,9138.64,9138.64,9016.53,9016.99,26207.399,1583510399999,238079638.08613,50719,12158.564,110464110.28387,0
1583510400000,9017.00,9111.49,9016.00,9094.00,13261.897,1583524799999,120286754.35017,29533,6932.827,62878453.36116,0
1583524800000,9094.00,9147.40,9070.00,9139.48,12948.637,1583539199999,118009809.65128,25892,6154.859,56102558.04065,0
1583539200000,9139.77,9153.57,9082.00,9098.55,12802.019,1583553599999,116662635.07612,23320,6215.621,56651885.52047,0
1583553600000,9098.56,9116.29,9056.10,9092.24,12084.641,1583567999999,109765675.47165,21530,6046.068,54922250.96181,0
1583568000000,9093.17,9125.00,9079.00,9097.96,12292.254,1583582399999,111930705.97124,24217,6010.033,54730187.97912,0
1583582400000,9097.95,9144.97,9080.00,9121.03,15379.052,1583596799999,140107702.63287,29618,7535.716,68653643.11686,0
1583596800000,9121.01,9204.00,8850.00,8896.90,61089.453,1583611199999,548807513.02739,114917,28198.735,253419303.86631,0
1583611200000,8897.31,8932.31,8865.00,8897.18,12157.580,1583625599999,108181318.05406,26750,5752.899,51189399.86342,0
1583625600000,8895.62,8897.71,8707.28,8756.73,27011.488,1583639999999,237132486.50425,49073,12361.446,108493634.23622,0
1583640000000,8756.00,8763.64,8710.00,8749.93,11987.923,1583654399999,104756954.35666,22854,5981.928,52280698.05895,0
1583654400000,8749.93,8760.00,8672.00,8749.99,15389.899,1583668799999,134345776.13678,32738,7267.362,63461067.84156,0
1583668800000,8749.37,8756.36,8299.06,8400.00,68685.894,1583683199999,586398394.94049,126432,29614.754,253006437.95725,0
1583683200000,8399.99,8401.49,8115.94,8287.88,70906.433,1583697599999,586276904.19378,129603,34088.273,281938069.07300,0
1583697600000,8286.74,8305.79,7997.70,8038.46,43425.391,1583711999999,354582152.56732,82637,19933.340,162874750.39174,0
1583712000000,8038.99,8182.31,7984.00,8069.87,41665.942,1583726399999,336636951.42740,74521,21002.546,169724499.04879,0
1583726400000,8070.00,8070.86,7672.85,7901.86,87745.298,1583740799999,690234690.35388,152363,41592.459,327259297.72043,0
1583740800000,7902.52,7996.28,7762.06,7813.34,36312.806,1583755199999,286131145.41712,71005,17576.129,138546101.09462,0
1583755200000,7813.34,7929.00,7635.21,7771.29,89590.719,1583769599999,696162783.72615,170893,44697.129,347427589.07619,0
1583769600000,7771.90,7891.71,7695.42,7847.42,52545.181,1583783999999,409398105.95470,108811,27068.528,210959922.47923,0
1583784000000,7847.45,7943.91,7800.00,7932.15,26539.161,1583798399999,208804606.50010,52661,13683.936,107695926.54959,0
1583798400000,7932.45,7975.00,7842.72,7912.36,23599.519,1583812799999,186877860.13468,45304,11529.351,91318440.99371,0
1583812800000,7912.35,7956.68,7869.75,7904.37,21118.465,1583827199999,167295576.26630,40215,9777.926,77459446.02725,0
1583827200000,7903.67,8115.00,7878.60,8068.62,46113.632,1583841599999,369059912.20338,86063,25047.947,200474053.36973,0
1583841600000,8068.62,8156.31,7744.71,7774.16,76874.729,1583855999999,614330472.85127,134340,36009.929,287993606.10195,0
1583856000000,7773.39,7988.00,7733.00,7984.00,44919.708,1583870399999,353165927.60645,89519,23972.726,188570158.30448,0
1583870400000,7984.68,8041.41,7872.30,7897.66,44442.649,1583884799999,353798075.67990,85012,21107.633,168085150.65616,0
1583884800000,7898.21,7967.99,7870.00,7926.12,18245.512,1583899199999,144535126.27118,35669,9369.972,74230446.14172,0
1583899200000,7926.33,7948.22,7817.25,7865.69,21310.655,1583913599999,167748441.30820,42769,10583.691,83312684.92376,0
1583913600000,7865.70,7930.00,7758.18,7830.00,38311.575,1583927999999,299985708.11016,72113,19201.769,150404223.38623,0
1583928000000,7830.00,7902.37,7740.00,7785.52,35026.557,1583942399999,274082601.44598,63454,16904.027,132319117.01198,0
1583942400000,7786.96,7850.01,7593.29,7834.38,70261.586,1583956799999,543174112.16258,123828,34493.245,266815257.32407,0
1583956800000,7834.37,7988.00,7802.62,7938.39,37381.496,1583971199999,295274764.39499,63596,19037.040,150396990.30887,0
1583971200000,7938.39,7969.00,7575.00,7667.32,60939.755,1583985599999,471881379.02242,110908,27552.449,213313468.02701,0
1583985600000,7666.26,7666.26,7340.00,7397.90,76548.879,1583999999999,574283496.50907,145839,36483.346,273759050.04032,0
1584000000000,7397.35,7470.00,5199.17,6038.38,243525.618,1584014399999,1609042254.91447,416730,113891.613,750142780.51320,0
1584014400000,6046.39,6299.00,5711.10,6122.46,126238.960,1584028799999,760932335.65437,318021,63401.068,382241299.22574,0
1584028800000,6122.46,6227.75,5938.20,6034.68,64348.290,1584043199999,391085156.73144,184658,31872.533,193763482.43506,0
1584043200000,6033.25,6060.00,4347.00,4764.65,213145.518,1584057599999,1128459568.32859,383020,103396.657,547674029.96225,0
1584057600000,4762.28,5529.97,3621.81,5154.99,260906.774,1584071999999,1202228342.51970,582071,127170.082,587965536.72289,0
1584072000000,5153.62,5427.39,4520.62,5373.87,141467.149,1584086399999,706964780.46600,445696,69240.432,346264686.77587,0
1584086400000,5374.15,5700.19,5111.00,5401.00,121989.731,1584100799999,664316019.69988,355454,60772.317,331262752.65619,0
1584100800000,5401.00,5971.00,4888.00,5207.90,193542.155,1584115199999,1058546533.81696,472985,97519.775,533801519.95159,0
1584115200000,5205.49,5538.15,4739.22,5398.09,139767.696,1584129599999,718649452.12628,390938,71027.066,366007255.72710,0
1584129600000,5398.09,5689.76,5221.11,5570.26,77815.737,1584143999999,426488110.46177,244814,39568.166,216956565.92692,0
1584144000000,5569.84,5638.42,5307.44,5566.88,60369.015,1584158399999,330570372.32276,161934,30996.898,169812409.82061,0
1584158400000,5565.97,5568.27,5385.00,5498.99,39100.898,1584172799999,213486416.52239,100813,20311.997,110904015.81831,0
1584172800000,5498.99,5500.00,5161.03,5438.63,61392.353,1584187199999,327575345.73878,160988,29675.554,158369922.43824,0
1584187200000,5438.32,5447.82,5264.02,5306.02,47337.799,1584201599999,253426190.08559,114019,23183.553,124172943.69726,0
1584201600000,5307.90,5489.39,5245.47,5384.88,43304.112,1584215999999,234044402.78728,104221,22099.914,119464828.88454,0
1584216000000,5384.53,5419.33,5040.00,5167.01,64738.409,1584230399999,338337151.98377,136209,31167.207,162980982.32629,0
1584230400000,5167.21,5265.16,5089.12,5173.05,39087.599,1584244799999,202376728.20742,80006,19712.963,102083068.94650,0
1584244800000,5173.46,5326.74,5173.15,5267.08,28360.755,1584259199999,149042066.26146,57671,14238.491,74819920.35993,0
1584259200000,5267.31,5490.84,5207.06,5425.28,42276.061,1584273599999,226574372.44929,96176,22752.869,122024962.01899,0
1584273600000,5425.54,5596.60,5240.00,5318.97,56998.073,1584287999999,305612311.00769,122864,27586.587,148055649.83035,0
1584288000000,5319.96,5408.98,5252.86,5305.31,45105.710,1584302399999,239912339.87732,116221,24868.581,132297648.68474,0
1584302400000,5306.42,5954.47,5169.60,5357.32,144483.567,1584316799999,792544881.44815,333875,75590.544,414655853.66939,0
1584316800000,5354.81,5361.26,5175.00,5267.56,54003.526,1584331199999,284993310.83815,147556,30833.700,162777418.28440,0
1584331200000,5267.03,5294.39,4757.44,4783.83,89254.740,1584345599999,447954718.32933,200764,43061.589,216293865.81906,0
1584345600000,4783.05,4940.00,4413.62,4553.39,125745.254,1584359999999,583948384.62747,262770,65884.332,306437582.25306,0
1584360000000,4552.99,5176.65,4481.00,5143.88,197540.313,1584374399999,953164962.12880,423807,100898.278,487006686.57042,0
1584374400000,5137.68,5200.00,4820.08,4937.61,91379.608,1584388799999,459255214.13729,231547,45321.688,227858746.65556,0
1584388800000,4934.52,5056.20,4815.00,5026.26,63632.351,1584403199999,313818303.38848,179025,32950.101,162580034.26101,0
1584403200000,5027.11,5416.08,4913.49,5313.46,81346.194,1584417599999,422905264.88338,206042,44067.111,229171174.31480,0
1584417600000,5312.39,5414.90,5205.00,5341.38,52373.317,1584431999999,277119843.22908,134490,28292.248,149721406.09976,0
1584432000000,5342.31,5440.00,5166.66,5262.07,66704.697,1584446399999,352107517.43556,164005,35288.863,186362095.09894,0
1584446400000,5262.13,5380.00,5054.62,5359.88,100942.650,1584460799999,527306984.61259,235853,55178.264,288504674.76410,0
1584460800000,5359.79,5485.00,5281.00,5371.35,79090.412,1584475199999,424357674.65109,180106,42588.730,228655051.98858,0
1584475200000,5371.98,5529.98,5300.00,5307.38,49450.828,1584489599999,267337662.58387,133735,27027.544,146223657.09830,0
1584489600000,5306.42,5417.89,5261.65,5388.99,37707.918,1584503999999,201973229.88938,97325,21002.571,112530821.77843,0
1584504000000,5388.99,5435.00,5091.50,5144.79,56259.853,1584518399999,295747791.60682,120002,27652.111,145547984.85697,0
1584518400000,5144.26,5249.18,4982.75,5136.25,68105.147,1584532799999,349178145.60172,145609,35908.070,184236602.97408,0
1584532800000,5135.13,5390.00,4990.00,5328.50,109703.211,1584547199999,574244236.19969,241783,57136.504,299303872.01372,0
1584547200000,5327.27,5345.00,5133.00,5322.62,80521.629,1584561599999,421830683.98523,191099,43080.994,225812209.75707,0
1584561600000,5323.45,5416.00,5250.01,5389.64,49707.945,1584575999999,265503033.88096,119919,27212.134,145413395.43752,0
1584576000000,5389.94,5448.07,5246.50,5282.30,44913.280,1584590399999,240024769.15212,103192,24141.530,129094686.55411,0
1584590400000,5282.45,5430.75,5273.68,5407.17,36826.897,1584604799999,197297082.50541,80019,19870.002,106465884.75885,0
1584604800000,5406.98,5660.00,5365.00,5616.23,72661.532,1584619199999,401714373.54894,159991,40376.308,223308303.28628,0
